Name,latitude,longitude,family,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,21B Exponence of Tense-Aspect-Mood Inflection,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,25B Zero Marking of A and P Arguments,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,34A Occurrence of Nominal Plurality,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,51A Position of Case Affixes,52A Comitatives and Instrumentals,54A Distributive Numerals,55A Numeral Classifiers,58A Obligatory Possessive Inflection,59A Possessive Classification,61A Adjectives without Nouns,63A Noun Phrase Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,72A Imperative-Hortative Systems,73A The Optative,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,79A Suppletion According to Tense and Aspect,NumBlanks
Totonac (Misantla),19.91666667,-96.91666667,Totonacan,1 Exclusively concatenative,5 No case,1 monoexponential TAM,,,,,,3 No productive reduplication,,,1 None,,,,,,6 No gender distinctions,,,2 No person marking,9 No case affixes or adpositional clitics,,,,1 Exists,1 No possessive classification,,,,,,,4 Mixed type,5 No second-person imperatives,1 Maximal system,,,,,27
Toussian,11,-4.666666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,39
Toussian (Win),10.83333333,-4.666666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,3 Obligatory,,,,,,,,,,,,,,,,39
Tasmanian (Oyster Bay to Pitwater),-42.5,147.75,Tasmanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tonga (in Zambia),-17,27,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,2 Case prefixes,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,38
Totonac (Papantla),20.33333333,-97.33333333,Totonacan,,,,,,,,,,,,,,,,,,,,,,,,,3 Obligatory,,,,,,,,,,,,,,,,39
Tepecano,21.75,-104.75,Uto-Aztecan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tok Pisin,-9.5,147.1666667,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 'And' different from 'with',2 No grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,4 No perfect,,,,,,,,35
Tepehuan (Northern),26.33333333,-107,Uto-Aztecan,,,,,,,,,,,,,"6 All nouns, always obligatory",,,,,6 No gender distinctions,,,3 Pronouns only,1 Case suffixes,,2 Marked by reduplication,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,,2 Indirect only,2 Aspect,31
Tupuri,10.16666667,14.75,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tepehuan (Southeastern),23,-104.5,Uto-Aztecan,,,,,,,,,2 Full reduplication only,,,,"6 All nouns, always obligatory",,,,,,,,,,,,1 Absent,,,,,,,,,2 Tense-aspect suffixes,,,,,,,36
Tapieté,-19.75,-61.66666667,Tupian,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Teribe,9.333333333,-82.66666667,Chibchan,,,,,,,,,,,,,"4 All nouns, always optional",,,,,6 No gender distinctions,,,2 No person marking,9 No case affixes or adpositional clitics,,,3 Obligatory,,,,,,,,,2 Tense-aspect suffixes,,,,,,,34
Trique (Chicahuaxtla),17.16666667,-97.83333333,Oto-Manguean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Toraja,-3,119.75,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tewa (Rio Grande),36.25,-106.1666667,Kiowa-Tanoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 No grammatical evidentials,,39
Trique (Copala),17.16666667,-97.91666667,Oto-Manguean,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,3 Pronouns only,9 No case affixes or adpositional clitics,2 Differentiation,,,,,,,,,,,1 Tense-aspect prefixes,5 No second-person imperatives,,,,,,34
Tirmaga,5.75,35.25,Eastern Sudanic,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,,39
Terêna,-20,-56,Arawakan,,,,,,,,,,,,,,,,,,,,,,,,,1 Absent,,,,,,,,,,,,,,2 Indirect only,,38
Tairora,-6.5,146,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,37
Ternate,0.833333333,127.25,West Papuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Trumai,-11.91666667,-53.58333333,Trumai,7 Isolating/concatenative,1 Monoexponential case,1 monoexponential TAM,5 8-9 categories per word,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,1 Productive full and partial reduplication,4 No syncretism,1 No subject person/number marking,,"3 Only human nouns, obligatory",2 'We' the same as 'I',1 No person marking,2 Two-way contrast,1 Identical,3 3rd person singular only,,1 Identical,2 No person marking,1 Case suffixes,2 Differentiation,,,2 Absent,3 Three to five classes,,,,,,,2 Tense-aspect suffixes,5 No second-person imperatives,,2 Inflectional optative absent,3 No overlap,2 Indirect only,4 None,11
Torwali,34.25,72,Indo-European,,,,,,,,,,,,,"6 All nouns, always obligatory",,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Tiruray,6.75,124.1666667,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tsakhur,41.66666667,47.16666667,Nakh-Daghestanian,,,,,,,,,,,,,,,,,,,,1 Identical,,,,7 Marked by mixed or other strategies,,,,,,,,,,,1 Second singular and second plural,4 Neither type of system,1 Inflectional optative present,,,,35
Timorese,-9.666666667,124.5,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tsafiki,-1,-79.33333333,Barbacoan,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,2 Second singular,4 Neither type of system,,,,,36
Tausug,6,121,Austronesian,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,2 Marked by reduplication,,,,,,,,,,,,,,,,,38
Tümpisa Shoshone,37,-117,Uto-Aztecan,,,,,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,,,,1 None,,,,3 Three-way contrast,1 Identical,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,,2 Indirect only,,29
Tsimshian (Coast),52.5,-129,Penutian,,,,,,,,,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,1 None,,3 No inclusive/exclusive,3 No inclusive/exclusive,2 Two-way contrast,,6 No gender distinctions,,,2 No person marking,,,3 Marked by prefix,3 Obligatory,,,,1 'And' different from 'with',,,,,5 No tense-aspect inflection,,,,,2 Indirect only,,26
Tewa (San Juan Pueblo),36.08333333,-106.0833333,Kiowa-Tanoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tamashek,20,-2,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,2 Case prefixes,,,,,,,,,,,,,,,,,,,39
Tanzania Sign Language,-6,35,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tasmanian,-42.16666667,146.5,Tasmanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 No grammatical evidentials,,39
Tsonga,-24,32,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tsou,23.5,120.75,Austronesian,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,6 No gender distinctions,,,2 No person marking,,,3 Marked by prefix,1 Absent,,,,,,,,,,,,,,,,35
Tamil (Spoken),11,78,Dravidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Inflectional optative absent,,,,39
Taushiro,-3.25,-75.5,Taushiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tsat,18.25,109.5,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tswana,-24,26,Niger-Congo,,,,,,,,,2 Full reduplication only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Tsez,42.25,45.75,Nakh-Daghestanian,,,,,,,,,,,,4 Four,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,1 Inflectional optative present,,,,37
Tatar (Baraba),55.33333333,78.33333333,Altaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tetun Dili,-8.583333333,125.5833333,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tutelo,37.66666667,-78.75,Siouan,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Tetun,-9,126,Austronesian,,,,,,,,,,,,,"4 All nouns, always optional",,,,,,2 Binary politeness distinction,,,9 No case affixes or adpositional clitics,,2 Marked by reduplication,2 Optional,,,,,,,,,5 No tense-aspect inflection,5 No second-person imperatives,,,,,,33
Tati (Southern),36,49.66666667,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,2 Optional,,,,,,,,,,,,,,,,39
Tsova-Tush,42.5,45.5,Nakh-Daghestanian,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,,3 Direct and indirect,,36
Tatuyo,0.416666667,-70.5,Tucanoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tuamotuan,-17,-144,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tubar,27,-108,Uto-Aztecan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tucano,0.5,-69.16666667,Tucanoan,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,2 Optional,,,,,2 No grammatical marking,"2 Present, 2-3 remoteness distinctions",1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,,,,,3 Direct and indirect,,32
Tuareg (Ahaggar),23,6,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,1 Grammatical marking,4 No past tense,1 Inflectional future exists,4 No perfect,,,,,,,,35
Türk Isaret Dili,39,34,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tukang Besi,-5.5,123.5,Austronesian,7 Isolating/concatenative,3 Case + referentiality,2 TAM+agreement,4 6-7 categories per word,4 No marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,1 None,,3 No inclusive/exclusive,3 No inclusive/exclusive,3 Three-way contrast,1 Identical,6 No gender distinctions,3 Multiple politeness distinctions,1 Identical,2 No person marking,9 No case affixes or adpositional clitics,,1 No distributive numerals,2 Optional,2 Absent,2 Two classes,2 Without marking,,2 No grammatical marking,4 No past tense,1 Inflectional future exists,4 No perfect,1 Tense-aspect prefixes,2 Second singular,4 Neither type of system,2 Inflectional optative absent,3 No overlap,1 No grammatical evidentials,1 Tense,3
Tulu,12.75,75.33333333,Dravidian,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,,39
Tumleo,-3.083333333,142.4166667,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tunica,32.66666667,-91,Tunica,,,,,1 Head marking,1 Head marking,1 Head-marking,2 Non-zero marking,,1 No case marking,3 Not syncretic,2 Two,,3 No inclusive/exclusive,3 No inclusive/exclusive,,,1 In 3rd person + 1st and/or 2nd person,,,2 No person marking,1 Case suffixes,,,1 Absent,1 Exists,2 Two classes,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,2 Inflectional optative absent,,2 Indirect only,,21
Tupi,-6,-36,Tupian,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,2 'And' identical to 'with',,,,,,,,,,,,38
Turkish,39,35,Altaic,1 Exclusively concatenative,1 Monoexponential case,1 monoexponential TAM,4 6-7 categories per word,2 Dependent marking,3 Double marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,4 No syncretism,3 Not syncretic,1 None,"6 All nouns, always obligatory",3 No inclusive/exclusive,3 No inclusive/exclusive,2 Two-way contrast,3 Different inflection,6 No gender distinctions,2 Binary politeness distinction,1 Identical,2 No person marking,1 Case suffixes,1 Identity,4 Marked by suffix,2 Optional,2 Absent,1 No possessive classification,2 Without marking,1 'And' different from 'with',1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,2 Inflectional optative absent,1 Overlap for both possibility and necessity,3 Direct and indirect,1 Tense,0
Tuscarora,36,-77.5,Iroquoian,,,,,,,,,,,,,,,,2 Two-way contrast,1 Identical,,,,,1 Case suffixes,,,,,,,1 'And' different from 'with',,,,,4 Mixed type,,,,,1 No grammatical evidentials,,34
Tutchone (Northern),63,-137,Na-Dene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tuvan,52,95,Altaic,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,1 Case suffixes,,2 Marked by reduplication,1 Absent,2 Absent,1 No possessive classification,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,2 Inflectional optative absent,1 Overlap for both possibility and necessity,,,30
Tuyuca,0.5,-70.08333333,Tucanoan,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,3 Obligatory,,,,,,,,,,,,,,3 Direct and indirect,,37
Tuvaluan,-8.5,179.1666667,Austronesian,,,,,,,,,,,,1 None,"6 All nouns, always obligatory",,,3 Three-way contrast,1 Identical,,,,,9 No case affixes or adpositional clitics,,5 Marked by preceding word,2 Optional,,,,,,,,,5 No tense-aspect inflection,2 Second singular,,,3 No overlap,,,30
Tatar,56,49.5,Altaic,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,4 Marked by suffix,2 Optional,,,2 Without marking,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,,,,,33
Tutsa,27.5,96.5,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,39
Twana,47.66666667,-122.75,Salishan,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Tarahumara (Western),27.5,-108,Uto-Aztecan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,3 Direct and indirect,,37
Tiwa (Northern),36.5,-105.5,Kiowa-Tanoan,,,,,,,,,,,,,,,,3 Three-way contrast,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,2 Indirect only,,36
Tiwa (Southern),35,-106.3333333,Kiowa-Tanoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 No grammatical evidentials,,39
Turkic (West Xorasan),36.66666667,56,Altaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Totonac (Xicotepec de Juárez),20.41666667,-97.83333333,Totonacan,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,4 Mixed type,5 No second-person imperatives,1 Maximal system,2 Inflectional optative absent,,1 No grammatical evidentials,,34
Tyeraity,-13,130.3333333,Northern Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tzeltal (Aguacatenango),16.41666667,-92.5,Mayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tzeltal (Bachajón),16.91666667,-92,Mayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tzeltal,16.83333333,-92.25,Mayan,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,3 Obligatory,,,,,,,,,,,,,,,,38
Taiwanese Sign Language (Ziran Shouyu),24,121,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tzotzil,16.5,-92.66666667,Mayan,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,4 Mixed type,1 Second singular and second plural,1 Maximal system,,,2 Indirect only,,35
Tzotzil (San Andrés),17,-92.83333333,Mayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tzeltal (Tenejapa),16.66666667,-92.33333333,Mayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Tzutujil,14.66666667,-91.33333333,Mayan,,,,,,,,,,,,,"6 All nouns, always obligatory",,,3 Three-way contrast,1 Identical,6 No gender distinctions,,,4 Pronouns and nouns,9 No case affixes or adpositional clitics,,,,1 Exists,3 Three to five classes,,2 'And' identical to 'with',,,,,4 Mixed type,1 Second singular and second plural,1 Maximal system,2 Inflectional optative absent,,2 Indirect only,,26
Tzotzil (Zinacantán),16.83333333,-92.83333333,Mayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Ubykh,43.66666667,39.66666667,Northwest Caucasian,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,2 Differentiation,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,37
Udihe,47.66666667,136.25,Altaic,,,,,,,,,,,,,"2 Only human nouns, optional",,,2 Two-way contrast,3 Different inflection,6 No gender distinctions,,,4 Pronouns and nouns,,,7 Marked by mixed or other strategies,,,,,,,,,,,1 Second singular and second plural,1 Maximal system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,,,30
Udi,41,48,Nakh-Daghestanian,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,,,,36
Udmurt,57.5,52.5,Uralic,,,,,,,,,,,,,"6 All nouns, always obligatory",,,,,,,,,1 Case suffixes,1 Identity,,,,,,,2 No grammatical marking,"2 Present, 2-3 remoteness distinctions",1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,,,2 Inflectional optative absent,,,,31
Ugandan Sign Language,1,32.5,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Uradhi,-11.91666667,142.4166667,Pama-Nyungan,,,,,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,1 Productive full and partial reduplication,,,1 None,,,,,,6 No gender distinctions,,,1 No adpositions,1 Case suffixes,2 Differentiation,,1 Absent,2 Absent,2 Two classes,,,,,,,2 Tense-aspect suffixes,,,,,1 No grammatical evidentials,,25
Ukrainian,49,33,Indo-European,,,,,,,,,,,,3 Three,,,,,,,,,,1 Case suffixes,,5 Marked by preceding word,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,,,,3 Tense and aspect,33
Upper Kuskokwim,63,-157,Na-Dene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Ulcha,52.25,140.3333333,Altaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Uldeme,10.95,14.11666667,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,1 Tense-aspect prefixes,1 Second singular and second plural,,,,,,37
Ulithian,9.916666667,139.5833333,Austronesian,,,,,,,,,,,,,"4 All nouns, always optional",,,,,,,,,9 No case affixes or adpositional clitics,,,3 Obligatory,,,,,,,,,5 No tense-aspect inflection,,,,,,,36
Uma,-1.833333333,120,Austronesian,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,3 Pronouns only,,,,,,,,,,,,,,5 No second-person imperatives,4 Neither type of system,,,,,36
UMbundu,-12.5,15,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Umpila,-13.5,143.5,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Umaua,1,-72,Cariban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Una,-4.666666667,140,Trans-New Guinea,,,,,,,,,,4 No syncretism,3 Not syncretic,1 None,,3 No inclusive/exclusive,3 No inclusive/exclusive,,,6 No gender distinctions,,,2 No person marking,9 No case affixes or adpositional clitics,2 Differentiation,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,2 Inflectional optative absent,3 No overlap,1 No grammatical evidentials,,26
Ungarinjin,-16.33333333,126,Worrorran,,,,,1 Head marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,,,5 Inclusive/exclusive,5 Inclusive/exclusive,,,3 3rd person singular only,,1 Identical,1 No adpositions,6 Postpositional clitics,,,1 Absent,2 Absent,3 Three to five classes,,,,,,,5 No tense-aspect inflection,,,,3 No overlap,1 No grammatical evidentials,,21
Unami,40,-75.16666667,Algic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Ura,-18.66666667,169.0833333,Austronesian,,,,,,,,,,,,,,,,,,6 No gender distinctions,1 No politeness distinction,,3 Pronouns only,,,,1 Absent,,,2 Without marking,,,,,,,,,,,,,35
Urdu,25,67,Indo-European,,,,,,,,,,,,,,,,2 Two-way contrast,1 Identical,,3 Multiple politeness distinctions,,,9 No case affixes or adpositional clitics,2 Differentiation,,,,,,,,,,,2 Tense-aspect suffixes,,,2 Inflectional optative absent,,,,33
Urhobo,5.583333333,6,Niger-Congo,,,,,,,,,,,,,,,,,,,,1 Identical,,,,,,,,,,,,,,,,,,,,,39
Urim,-3.583333333,142.6666667,Torricelli,,,,,,,,,,,,,,,,3 Three-way contrast,1 Identical,,,,,,,,,,,,,,,,,,,,,,,,38
Urubú-Kaapor,-2.333333333,-46.5,Tupian,,,,,,,,,,1 No case marking,3 Not syncretic,1 None,,3 No inclusive/exclusive,3 No inclusive/exclusive,3 Three-way contrast,1 Identical,6 No gender distinctions,,2 Differentiated,3 Pronouns only,,2 Differentiation,,,,,,2 'And' identical to 'with',,,,,5 No tense-aspect inflection,2 Second singular,4 Neither type of system,2 Inflectional optative absent,,2 Indirect only,,23
Urak Lawoi',8,98.33333333,Austronesian,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,1 Identity,,,,,,,,,,,5 No tense-aspect inflection,5 No second-person imperatives,4 Neither type of system,,,,,35
Urum,47.11666667,37.55,Altaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Urarina,-4.5,-75.5,Urarina,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,,39
Urat,-3.666666667,142.8333333,Torricelli,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,38
Uru,-16.75,-69,Uru-Chipaya,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,,39
Usan,-4.833333333,145.1666667,Trans-New Guinea,,,,,1 Head marking,1 Head marking,1 Head-marking,2 Non-zero marking,,1 No case marking,2 Syncretic,1 None,1 No nominal plural,3 No inclusive/exclusive,3 No inclusive/exclusive,,,6 No gender distinctions,,2 Differentiated,3 Pronouns only,,,,,,,,1 'And' different from 'with',,,,,2 Tense-aspect suffixes,,,2 Inflectional optative absent,3 No overlap,1 No grammatical evidentials,1 Tense,21
Urubú Sign Language,-2.333333333,-46,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Usarufa,-6.416666667,145.5833333,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,37
Ute,39,-109,Uto-Aztecan,,,,,,,,,,,,,,,,2 Two-way contrast,1 Identical,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,4 None,35
Uyghur,40,80,Altaic,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,1 Case suffixes,,4 Marked by suffix,,,,,,1 Grammatical marking,"2 Present, 2-3 remoteness distinctions",2 No inflectional future,3 Other perfect,2 Tense-aspect suffixes,,,,,,,32
Uzbek,39,66,Altaic,,,,,,,,,,,,1 None,,,,,,,,,,1 Case suffixes,3 Mixed,,,,,,1 'And' different from 'with',,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,,3 No overlap,,,32
Uzbek (Northern),40.66666667,66.5,Altaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Vafsi,34.66666667,49.91666667,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,2 Optional,,,2 Without marking,,,,,,,,,,,,,38
Vagla,9.416666667,-2.416666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 No second-person imperatives,2 Minimal system,,,,,38
Vai,6.916666667,-11.25,Mande,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,2 Differentiation,,,,,,,,,,,4 Mixed type,1 Second singular and second plural,2 Minimal system,,,,,35
Vasavi,24.5,71.5,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Vata,5.833333333,-5.416666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Vedda,7,81,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Venda,-22,30,Niger-Congo,,,,,,,,,,,,,,,,,,,,2 Differentiated,,,2 Differentiation,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,37
Veps,60,35,Uralic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Vietnamese,10.5,106.5,Austro-Asiatic,2 Exclusively isolating,5 No case,1 monoexponential TAM,1 0-1 category per word,4 No marking,4 No marking,4 Zero-marking,1 Zero-marking,1 Productive full and partial reduplication,1 No case marking,1 No subject person/number marking,1 None,"4 All nouns, always optional",2 'We' the same as 'I',1 No person marking,2 Two-way contrast,,6 No gender distinctions,4 Pronouns avoided for politeness,1 Identical,2 No person marking,9 No case affixes or adpositional clitics,,1 No distributive numerals,3 Obligatory,2 Absent,1 No possessive classification,5 Marked by preceding word,1 'And' different from 'with',2 No grammatical marking,4 No past tense,2 No inflectional future,3 Other perfect,5 No tense-aspect inflection,5 No second-person imperatives,4 Neither type of system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,1 No grammatical evidentials,4 None,2
Vili,-5.5,14,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
